Name,Address,Address2,City,State,Zip,County,Lat,Long
VALLARTA SUPERMARKETS #9, 10859 OXNARD ST,0,NORTH HOLLYWOOD,CA,91606, LOS ANGELES,34.180289,-118.36762
LA MEXICANA MARKET,S 4800 COMPTON AVE,0,LOS ANGELES,CA,90011, LOS ANGELES,34.000204,-118.24777
R-RANCH MARKET #6,N 1800-1900 LONG BEACH BLVD,0,COMPTON,CA,90221, LOS ANGELES,33.898573,-118.20812
EL SUPER #01, 5702 FIRESTONE BLVD,0,SOUTH GATE,CA,90280, LOS ANGELES,33.949185,-118.16608
LORENA'S MARKET,S 6725 BROADWAY,0,LOS ANGELES,CA,90003, LOS ANGELES,33.978878,-118.2783
VALLARTA SUPERMARKET #5, 8453 RESEDA BLVD,0,NORTHRIDGE,CA,91324, LOS ANGELES,34.224319,-118.5366
51ST PRODUCE,S 5026 AVALON BLVD,0,LOS ANGELES,CA,90011, LOS ANGELES,34.005918,-118.26525
FOOD 4 LESS #396, 3000 BALDWIN PARK BLVD,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.069082,-117.97855
RALPHS #646, 18010 CHATSWORTH ST,0,GRANADA HILLS,CA,91344, LOS ANGELES,34.264905,-118.52432
RALPHS #645,N 500 SEPULVEDA BLVD,0,EL SEGUNDO,CA,90245, LOS ANGELES,33.922587,-118.39557
LUIS MEAT MARKET,S 4253 VERMONT AVE,0,LOS ANGELES,CA,90037, LOS ANGELES,34.006197,-118.29154
SUPERIOR GROCERS #108,S 8811 WESTERN AVE,0,LOS ANGELES,CA,90047, LOS ANGELES,33.957644,-118.30971
JON'S MARKET #14,E 600 COLORADO ST,0,GLENDALE,CA,91205, LOS ANGELES,34.142391,-118.24817
FOOD 4 LESS #358,S 2090 GAREY AVE,0,POMONA,CA,91766, LOS ANGELES,34.034335,-117.7481
FOOD 4 LESS #350,W 1299 ARTESIA BLVD,0,GARDENA,CA,90248, LOS ANGELES,33.873566,-118.29343
BIG SAVER FOODS #10,E 12832 ROSECRANS AVE,0,NORWALK,CA,90650, LOS ANGELES,33.902285,-118.0593
DEL MAR SUPERMARKET, 7822 GARVEY AVE,0,ROSEMEAD,CA,91770, LOS ANGELES,34.062037,-118.09882
CHILDREN NUTRITION,W 312 COMPTON BLVD, UNIT 103,COMPTON,CA,90220, LOS ANGELES,33.895848,-118.22718
SUPER DISCOUNT MARKET,E 3980 OLYMPIC BLVD,0,LOS ANGELES,CA,90023, LOS ANGELES,34.01886,-118.1897
GUADALAJARA MEAT MARKET,S 14114 VERMONT AVE,0,GARDENA,CA,90247, LOS ANGELES,33.903455,-118.29118
FAMILY FARM MARKET,S 4322 CENTRAL AVE,0,LOS ANGELES,CA,90011, LOS ANGELES,34.005175,-118.25612
RALPHS #205, 4754 COMMONS WAY,0,CALABASAS,CA,91302, LOS ANGELES,34.154462,-118.64495
RALPHS #648,W 2600 VICTORY BLVD,0,BURBANK,CA,91505, LOS ANGELES,34.183663,-118.33954
VONS #1671, 20440 DEVONSHIRE ST,0,CHATSWORTH,CA,91311, LOS ANGELES,34.257257,-118.57838
VONS #1674, 4033 LAUREL CANYON BLVD,0,STUDIO CITY,CA,91604, LOS ANGELES,34.144613,-118.39617
VILLA MARKET, 2990 SANTA FE AVE,0,LONG BEACH,CA,90810, LOS ANGELES,33.811196,-118.21487
RALPHS #196,E 2250 CARSON ST,0,LONG BEACH,CA,90807, LOS ANGELES,33.83122,-118.16519
JON'S MARKET #15, 20151 ROSCOE BLVD,0,WINNETKA,CA,91306, LOS ANGELES,34.220168,-118.57285
RALPHS #193,E 25 ALAMEDA AVE,0,BURBANK,CA,91502, LOS ANGELES,34.173661,-118.30149
RALPHS #111, 2201 REDONDO BEACH BLVD,0,GARDENA,CA,90247, LOS ANGELES,33.885704,-118.31783
FOOD 4 LESS #359,W 1748 JEFFERSON BLVD,0,LOS ANGELES,CA,90018, LOS ANGELES,34.025229,-118.30744
B-2 MARKET,E 1002 AVENUE R,0,PALMDALE,CA,93550, LOS ANGELES,34.579524,-118.11165
LOS PAISANOS MEAT MARKET, 9201 LONG BEACH BLVD, STE A-B,SOUTH GATE,CA,90280, LOS ANGELES,33.952468,-118.21838
LEE'S MARKET,S 4801 AVALON BLVD,0,LOS ANGELES,CA,90011, LOS ANGELES,34.005918,-118.26525
CARDENAS MARKET #6,S 2001 GAREY AVE,0,POMONA,CA,91766, LOS ANGELES,34.0351,-117.75069
VALLARTA SUPERMARKETS #12, 21555 ROSCOE BLVD,0,CANOGA PARK,CA,91304, LOS ANGELES,34.220363,-118.60067
SUPER A FOODS #11, 5250 YORK BLVD,0,HIGHLAND PARK,CA,90042, LOS ANGELES,34.120022,-118.20088
STATER BROS. #130,E 2535 AVENUE S,0,PALMDALE,CA,93550, LOS ANGELES,34.559079,-118.08364
STATER BROS. #134, 12800 LA MIRADA BLVD,0,LA MIRADA,CA,90638, LOS ANGELES,33.915962,-118.01135
STATER BROS. #137,E 11750 WHITTIER BLVD,0,WHITTIER,CA,90601, LOS ANGELES,33.98117,-118.0512
STATER BROS. #141, 26900 SIERRA HIGHWAY,0,SANTA CLARITA,CA,91321, LOS ANGELES,34.404141,-118.46515
STATER BROS. #144,E 1850 AVENUE J,0,LANCASTER,CA,93535, LOS ANGELES,34.689558,-118.09626
STATER BROS. #145, 37218 47TH ST E,0,PALMDALE,CA,93552, LOS ANGELES,34.559404,-118.04398
STATER BROS. #146,W 2845 AVENUE L,0,LANCASTER,CA,93536, LOS ANGELES,34.661196,-118.18248
STATER BROS. #153,E 8640 ALONDRA BLVD,0,PARAMOUNT,CA,90723, LOS ANGELES,33.888676,-118.15088
STATER BROS. #154, 11300 FIRESTONE BLVD,0,NORWALK,CA,90650, LOS ANGELES,33.917796,-118.09254
STATER BROS. #155,E 7814 FIRESTONE BLVD,0,DOWNEY,CA,90241, LOS ANGELES,33.94476,-118.14177
STATER BROS. #160,E 6501 SPRING ST,0,LONG BEACH,CA,90808, LOS ANGELES,33.810541,-118.10624
STATER BROS. #161, 11815 ARTESIA BLVD,0,ARTESIA,CA,90701, LOS ANGELES,33.874221,-118.0809
STATER BROS. #164,S 17220 LAKEWOOD BLVD,0,BELLFLOWER,CA,90706, LOS ANGELES,33.902284,-118.14276
STATER BROS. #168, 20677 AMAR ROAD,0,WALNUT,CA,91789, LOS ANGELES,34.042655,-117.85162
AMIGOS NUTRITION CENTER #2,E 336 ORANGE GROVE BLVD,0,PASADENA,CA,91104, LOS ANGELES,34.15786,-118.14345
AMAPOLA MEXICAN DELI,E 7420 FLORENCE AVE,0,DOWNEY,CA,90240, LOS ANGELES,33.958641,-118.14011
VALLARTA SUPERMARKETS #11, 21208 SHERMAN WAY,0,CANOGA PARK,CA,91303, LOS ANGELES,34.200599,-118.59486
SHARY'S DISCOUNT MARKET $.98,N 1199 WESTERN AVE,0,LOS ANGELES,CA,90029, LOS ANGELES,34.092784,-118.30919
FOOD 4 LESS #760,W 336 ANAHEIM ST,0,WILMINGTON,CA,90744, LOS ANGELES,33.779072,-118.26562
BIG SAVER FOODS #12,E 13925 AMAR RD,0,LA PUENTE,CA,91746, LOS ANGELES,34.052397,-117.97261
SAN DIEGO MARKET,S 1131 UNION AVE,0,LOS ANGELES,CA,90015, LOS ANGELES,34.046907,-118.27577
VONS #1623, 4001 INGLEWOOD AVE,0,REDONDO BEACH,CA,90278, LOS ANGELES,33.892834,-118.36224
RALPHS #127, 19781 RINALDI ST,0,NORTHRIDGE,CA,91326, LOS ANGELES,34.276015,-118.56398
RALPHS #133, 10901 VENTURA BLVD,0,STUDIO CITY,CA,91604, LOS ANGELES,34.14049,-118.36848
HAPPY NUTRITION #2, 14712 PARTHENIA ST, STE C,PANORAMA CITY,CA,91402, LOS ANGELES,34.2278,-118.45408
MOMMY'S NUTRITIONAL CENTER,N 312 GAFFEY ST, UNIT 100,SAN PEDRO,CA,90731, LOS ANGELES,33.745365,-118.29198
EL SUPER #02, 14620 PARTHENIA ST,0,PANORAMA CITY,CA,91402, LOS ANGELES,34.227462,-118.4509
RALPHS #134,N 211 GLENDALE AVE,0,GLENDALE,CA,91206, LOS ANGELES,34.148724,-118.24837
JON'S MARKET #16, 12122 MAGNOLIA BLVD,0,NORTH HOLLYWOOD,CA,91607, LOS ANGELES,34.164875,-118.39727
MID TOWN MARKET,W 2825 JAMES M. WOOD BLVD,0,LOS ANGELES,CA,90006, LOS ANGELES,34.055888,-118.28999
EL CARRUCEL FOOD NUTRITION,E 1818 COMPTON BLVD,0,COMPTON,CA,90221, LOS ANGELES,33.895739,-118.20314
PETER PAN MARKET,W 2791 PICO BLVD,0,LOS ANGELES,CA,90006, LOS ANGELES,34.047526,-118.30015
CORKY'S MARKET,E 2401 15TH ST,0,LONG BEACH,CA,90804, LOS ANGELES,33.786229,-118.16322
VALLARTA SUPERMARKETS #15, 13940 RAMONA BLVD,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.083495,-117.96872
PALOMINO MARKET, 6159 HELIOTROPE AVE,0,MAYWOOD,CA,90270, LOS ANGELES,33.980986,-118.17965
TORITO MARKET, 10804 JUNIPER ST,0,LOS ANGELES,CA,90059, LOS ANGELES,33.937464,-118.23297
EL POTRILLO MARKET,W 4151 3RD ST, STE D,LOS ANGELES,CA,90020, LOS ANGELES,34.069218,-118.30466
FOOD 4 LESS #354, 16208 PARTHENIA ST,0,NORTH HILLS,CA,91343, LOS ANGELES,34.227613,-118.4861
FOOD 4 LESS #772,E 1600 WILLOW ST,0,SIGNAL HILL,CA,90755, LOS ANGELES,33.8037,-118.17046
SUPERIOR GROCERS #112,E 111 COMPTON BLVD,0,COMPTON,CA,90220, LOS ANGELES,33.896962,-118.22308
SUPERIOR GROCERS #111, 9801 LAUREL CANYON BLVD,0,PACOIMA,CA,91331, LOS ANGELES,34.247317,-118.42129
CALI-MEX FAMILY MARKET,N 6604 FIGUEROA ST,0,HIGHLAND PARK,CA,90042, LOS ANGELES,34.122348,-118.18438
VONS #1638, 4226 WOODRUFF AVE,0,LAKEWOOD,CA,90713, LOS ANGELES,33.83512,-118.1156
MORE 4 LESS,S 10207 VERMONT AVE,0,LOS ANGELES,CA,90059, LOS ANGELES,33.944049,-118.2919
FOOD 4 LESS #778, 13525 LAKEWOOD BLVD,0,DOWNEY,CA,90242, LOS ANGELES,33.904597,-118.14395
WALNUT PRODUCE MARKET,E 2690 FLORENCE AVE,0,HUNTINGTON PARK,CA,90255, LOS ANGELES,33.973955,-118.22258
SMILE FOOD #2,E 16 MARKET ST,0,LONG BEACH,CA,90805, LOS ANGELES,33.854025,-118.19583
FOOD 4 LESS #775, 12222 CARSON ST,0,HAWAIIAN GARDENS,CA,90716, LOS ANGELES,33.83142,-118.07145
RALPHS #132, 1770 CARSON ST,0,TORRANCE,CA,90501, LOS ANGELES,33.831451,-118.31098
NUTRITION CENTER U.S.A., 12100 VALLEY BLVD, STE 106,EL MONTE,CA,91732, LOS ANGELES,34.06093,-118.01668
FOOD 4 LESS #766,N 5100 FIGUEROA ST,0,LOS ANGELES,CA,90042, LOS ANGELES,34.105365,-118.20005
MARCY'S NUTRITION #1,S 8320 COMPTON AVE,0,LOS ANGELES,CA,90001, LOS ANGELES,33.962768,-118.24766
LOS 3 POTRILLOS CARNICERIA, 14920 VICTORY BLVD,0,VAN NUYS,CA,91411, LOS ANGELES,34.186649,-118.45826
FOOD 4 LESS #777,W 1820 SLAUSON AVE,0,LOS ANGELES,CA,90047, LOS ANGELES,33.988027,-118.31103
SUPERIOR GROCERS #113, 3600 CESAR E. CHAVEZ AVE,0,LOS ANGELES,CA,90063, LOS ANGELES,34.040528,-118.18702
RALPHS #759, 10861 WEYBURN AVE,0,WESTWOOD,CA,90024, LOS ANGELES,34.0633845,-118.44371
FOOD 4 LESS #770,W 1700 6TH ST,0,LOS ANGELES,CA,90017, LOS ANGELES,34.057302,-118.26986
LOS ANGELITOS NUTRITIONAL PROD,S 11020 AVALON BLVD,0,LOS ANGELES,CA,90061, LOS ANGELES,33.935497,-118.26516
SUPERIOR GROCERS #115,N 1375 CITRUS AVE,0,COVINA,CA,91722, LOS ANGELES,34.104737,-117.89024
EL SUPER #03, 5646 WHITTIER BLVD,0,COMMERCE,CA,90022, LOS ANGELES,34.017698,-118.14915
RALPHS #206, 5429 HOLLYWOOD BLVD,0,LOS ANGELES,CA,90027, LOS ANGELES,34.101742,-118.30818
AMERICAN NUTRITIONAL, 13749 FOOTHILL BLVD,0,SYLMAR,CA,91342, LOS ANGELES,34.309743,-118.43277
CAMILA'S NUTRITION,S 8628 CENTRAL AVE,0,LOS ANGELES,CA,90002, LOS ANGELES,33.959904,-118.25639
NUTRITION FOOD #3,E 1800 FIRESTONE BLVD,0,LOS ANGELES,CA,90001, LOS ANGELES,33.960155,-118.24066
VONS #1707,N 561 GLENDALE AVE,0,GLENDALE,CA,91206, LOS ANGELES,34.155264,-118.24497
LA POBLANA CARNICERIA,E 5928 WHITTIER BLVD,0,LOS ANGELES,CA,90022, LOS ANGELES,34.017421,-118.14317
EL SUPER #04,E 3405 CESAR E CHAVEZ AVE,0,EAST LOS ANGELES,CA,90063, LOS ANGELES,34.04051,-118.19231
SUPERIOR GROCERS #114,S 151 HACIENDA BLVD,0,CITY OF INDUSTRY,CA,91745, LOS ANGELES,34.021785,-117.95849
BUY LOW MARKET #2,E 9900 GARVEY AVE,0,EL MONTE,CA,91733, LOS ANGELES,34.062721,-118.05222
BUY LOW MARKET,N 250 LA BREA AVE,0,INGLEWOOD,CA,90301, LOS ANGELES,33.96665,-118.35363
PACIFIC NUTRITION, 2049 PACIFIC AVE,0,LONG BEACH,CA,90806, LOS ANGELES,33.794479,-118.19378
BIG SAVER FOODS #13, 16000 WOODRUFF AVE,0,BELLFLOWER,CA,90706, LOS ANGELES,33.888779,-118.11649
VONS #2598, 3233 FOOTHILL BLVD,0,LA CRESCENTA,CA,91214, LOS ANGELES,34.230769,-118.24916
SUPERIOR GROCERS #116, 5824 VERMONT AVE,0,LOS ANGELES,CA,90044, LOS ANGELES,33.989112,-118.29147
HAPPY FAMILY NUTRITIONAL CTR, 6100 ATLANTIC AVE, STE B,MAYWOOD,CA,90270, LOS ANGELES,33.983538,-118.18613
PATITO NUTRITIONAL CENTER,W 1234 LOMITA BLVD, UNIT P,HARBOR CITY,CA,90710, LOS ANGELES,33.797729,-118.29856
LOS ANGELITOS NUTRITIONAL PROD, 739 ROSECRANS AVE, UNIT F,COMPTON,CA,90222, LOS ANGELES,33.903451,-118.21592
JON'S MARKET #19, 7134 SEPULVEDA BLVD,0,VAN NUYS,CA,91405, LOS ANGELES,34.199565,-118.4662
AAA HEALTHY NUTRITION,E 7728 GARVEY AVE, STE 1,ROSEMEAD,CA,91770, LOS ANGELES,34.062558,-118.10123
EL MERCADO #2,E 1168 4TH ST,0,LONG BEACH,CA,90802, LOS ANGELES,33.771539,-118.17657
SUPERIOR GROCERS #117, 1033 LONG BEACH BLVD,0,LONG BEACH,CA,90813, LOS ANGELES,33.779736,-118.18998
TYLER MARKET, 4022 TYLER AVE,0,EL MONTE,CA,91731, LOS ANGELES,34.080563,-118.0319
CALIFORNIA KIDS NUTR. CENTER,E 4505 SLAUSON AVE, STE D,MAYWOOD,CA,90270, LOS ANGELES,33.987362,-118.18476
SUPERIOR GROCERS #118, 6140 LANKERSHIM BLVD,0,NORTH HOLLYWOOD,CA,91606, LOS ANGELES,34.182039,-118.38427
LA TROPICANA MARKET, 5200 MONTE VISTA ST,0,LOS ANGELES,CA,90042, LOS ANGELES,34.108451,-118.20082
RALPHS #040, 9320 SLAUSON AVE,0,PICO RIVERA,CA,90660, LOS ANGELES,33.968354,-118.09882
US FOOD MARKET,W 1451 WASHINGTON BLVD,0,LOS ANGELES,CA,90007, LOS ANGELES,34.040334,-118.28796
EL SUPER #05, 12727 SHERMAN WAY,0,NORTH HOLLYWOOD,CA,91605, LOS ANGELES,34.201204,-118.41228
LA BODEGA MARKET #4,E 1420 ANAHEIM ST,0,LONG BEACH,CA,90813, LOS ANGELES,33.78236,-118.17383
LA SANTANECA MEAT MARKET, 11400 LONG BEACH BLVD,0,LYNWOOD,CA,90262, LOS ANGELES,33.927348,-118.21052
PICO MARKET,E 8329 WHITTIER BLVD,0,PICO RIVERA,CA,90660, LOS ANGELES,34.006538,-118.09591
VALLARTA SUPERMARKET #17, 10950 SHERMAN WAY,0,BURBANK,CA,91505, LOS ANGELES,34.200283,-118.36852
VALLARTA SUPERMARKET #20,E 1803 PALMDALE BLVD,0,PALMDALE,CA,93550, LOS ANGELES,34.580865,-118.096
SUPERIOR GROCERS #119, 5450 CHERRY AVE,0,LONG BEACH,CA,90805, LOS ANGELES,33.856023,-118.16652
R-RANCH MARKET #14,W 5212 ADAMS BLVD,0,LOS ANGELES,CA,90016, LOS ANGELES,34.031765,-118.35599
BIG SAVER FOODS #15,W 1500 WILLOW ST,0,LONG BEACH,CA,90810, LOS ANGELES,33.803777,-118.21272
BIG SAVER FOODS #16,S 14310 HAWTHORNE BLVD,0,LAWNDALE,CA,90260, LOS ANGELES,33.901272,-118.35239
JON'S MARKETPLACE #24, 18135 SHERMAN WAY,0,RESEDA,CA,91335, LOS ANGELES,34.202129,-118.52883
PAYLESS FOODS #10,E 620 EL SEGUNDO BLVD,0,LOS ANGELES,CA,90059, LOS ANGELES,33.915331,-118.26473
BEST BARGAIN,W 209 ARBOR VITAE ST,0,INGLEWOOD,CA,90301, LOS ANGELES,33.9527,-118.35845
EL SUPER #07, 7000 ALAMEDA ST,0,HUNTINGTON PARK,CA,90255, LOS ANGELES,33.98357,-118.23629
VALLARTA SUPERMARKETS #25, 3425 WHITTIER BLVD,0,LOS ANGELES,CA,90023, LOS ANGELES,34.027825,-118.20019
SUPERIOR GROCERS #123,S 11202 CRENSHAW BLVD,0,INGLEWOOD,CA,90303, LOS ANGELES,33.932407,-118.32471
WAL-MART SUPERCENTER #1660, 40130 10TH ST W,0,PALMDALE,CA,93551, LOS ANGELES,34.611573,-118.14536
WINCO FOODS #57, 90 RIO RANCHO RD,0,POMONA,CA,91766, LOS ANGELES,34.026436,-117.76132
CARDENAS MARKET #16,E 690 HOLT BLVD,0,POMONA,CA,91767, LOS ANGELES,34.062705,-117.73774
VALLARTA SUPERMARKETS #18, 10161 SAN FERNANDO RD,0,PACOIMA,CA,91331, LOS ANGELES,34.25488,-118.41066
ADVANCE FOOD MARKET,W 5469 ADAMS BLVD,0,LOS ANGELES,CA,90016, LOS ANGELES,34.03274,-118.36204
FOOD 4 LESS #761, 13413 TELEGRAPH RD,0,WHITTIER,CA,90605, LOS ANGELES,33.93981,-118.0457
WAL-MART SUPERCENTER #3523, 26471 CARL BOYER DR,0,SANTA CLARITA,CA,91350, LOS ANGELES,34.414415,-118.50648
VALLARTA SUPERMARKET #01, 13051 VICTORY BLVD,0,NORTH HOLLYWOOD,CA,91606, LOS ANGELES,34.188931,-118.41718
RALPHS #048,W 3300 SLAUSON AVE,0,LOS ANGELES,CA,90043, LOS ANGELES,33.989015,-118.3294
RALPHS #084, 29675 THE OLD RD N,0,CASTAIC,CA,91384, LOS ANGELES,34.456965,-118.61747
WAL-MART SUPERCENTER #5154, 1827 WALNUT GROVE BLVD,0,ROSEMEAD,CA,91770, LOS ANGELES,34.050468,-118.08193
SUPERIOR GROCERS #129,W 133 AVENUE 45,0,LOS ANGELES,CA,90065, LOS ANGELES,34.097132,-118.20784
EUCLID MARKET, 545 EUCLID AVE,0,LOS ANGELES,CA,90063, LOS ANGELES,34.034122,-118.20515
TALA'S MARKET,E 1865 97TH ST,0,LOS ANGELES,CA,90002, LOS ANGELES,33.948341,-118.2391
WINCO FOODS #35,W 740 AVENUE K-4,0,LANCASTER,CA,93534, LOS ANGELES,34.671976,-118.14555
EL CANEY MARKET, 4600 MAPLEWOOD AVE,0,LOS ANGELES,CA,90004, LOS ANGELES,34.079708,-118.30475
O.K. MARKET,N 627 MOTT ST,0,LOS ANGELES,CA,90033, LOS ANGELES,34.048489,-118.20194
PCH POULTRY & MARKET, 1701 MAGNOLIA AVE,0,LONG BEACH,CA,90813, LOS ANGELES,33.788056,-118.19831
CARNICERIA VALLARTA #2, 13715 VANOWEN ST,0,VAN NUYS,CA,91405, LOS ANGELES,34.194305,-118.43195
VALLARTA SUPERMARKET #19, 23449 LYONS AVE,0,VALENCIA,CA,91355, LOS ANGELES,34.379638,-118.54405
CENTRO LATINO MARKET,S 4512 HOOVER ST,0,LOS ANGELES,CA,90037, LOS ANGELES,34.002172,-118.28688
CORONADO MARKET,W 2435 TEMPLE ST,0,LOS ANGELES,CA,90026, LOS ANGELES,34.071915,-118.27306
VALUE + EXPRESS MARKET,E 4203 CESAR E. CHAVEZ AVE,0,LOS ANGELES,CA,90063, LOS ANGELES,34.040558,-118.17569
VALUE + EXPRESS MARKET,S 4157 FIGUEROA ST,0,LOS ANGELES,CA,90037, LOS ANGELES,34.007907,-118.28272
WAL-MART SUPERCENTER #1563, 44665 VALLEY CENTRAL WAY,0,LANCASTER,CA,93536, LOS ANGELES,34.693616,-118.17326
VALLARTA SUPERMARKET #24, 19725 VANOWEN ST,0,WINNETKA,CA,91306, LOS ANGELES,34.19382,-118.56323
EL RANCHITO MEAT MARKET, 3293 FLETCHER DR,0,LOS ANGELES,CA,90065, LOS ANGELES,34.117955,-118.24138
HOOVER RANCH MARKET,S 2301 HOOVER ST,0,LOS ANGELES,CA,90007, LOS ANGELES,34.034978,-118.28436
CARDENAS MARKET #20,W 1645 HOLT AVE,0,POMONA,CA,91768, LOS ANGELES,34.062491,-117.77828
RALPHS #022,W 645 9TH ST,0,LOS ANGELES,CA,90015, LOS ANGELES,34.045802,-118.26057
PICO RANCH MARKET,W 5151 PICO BLVD, UNIT D,LOS ANGELES,CA,90019, LOS ANGELES,34.048468,-118.35067
MEATLAND CARNICERIA,N 112 GAGE AVE,0,LOS ANGELES,CA,90063, LOS ANGELES,34.036357,-118.18416
SUPER KING MARKET #2,N 2716 SAN FERNANDO RD,0,LOS ANGELES,CA,90065, LOS ANGELES,34.109646,-118.24304
EL RANCHITO MARKET,W 146 10TH ST,0,LONG BEACH,CA,90813, LOS ANGELES,33.778971,-118.19377
J & A NUTRITION,E 2031 10TH ST,0,LONG BEACH,CA,90804, LOS ANGELES,33.779138,-118.16691
B & A MARKET,W 1209 VENICE BLVD,0,LOS ANGELES,CA,90006, LOS ANGELES,34.044228,-118.29322
SUPER MERCADO LATINO,W 1049 MARTIN L. KING JR BLVD,0,LOS ANGELES,CA,90037, LOS ANGELES,34.010862,-118.29333
SUPERIOR GROCERS #104,N 1858 DURFEE AVE,0,SOUTH EL MONTE,CA,91733, LOS ANGELES,34.043491,-118.03091
WASHINGTON SQUARE MARKET,W 4040 WASHINGTON BLVD,0,LOS ANGELES,CA,90018, LOS ANGELES,34.039874,-118.32714
FARMERS MARKET,E 7516 ROSECRANS AVE,0,PARAMOUNT,CA,90723, LOS ANGELES,33.903608,-118.16778
FIESTA RANCHO MARKET,N 2116 SANTA FE AVE,0,COMPTON,CA,90222, LOS ANGELES,33.911604,-118.21664
MEGA DISCOUNT,E 1208 COMPTON BLVD,0,COMPTON,CA,90221, LOS ANGELES,33.895714,-118.21003
SUPERIOR GROCERS #131, 9100 WHITTIER BLVD,0,PICO RIVERA,CA,90660, LOS ANGELES,33.999718,-118.08284
BABY'S WORLD NUTRITION #2,S 804 ALVARADO ST,0,LOS ANGELES,CA,90057, LOS ANGELES,34.054805,-118.27786
ONE DOLLAR WAREHOUSE, 2299 PACIFIC AVE,0,LONG BEACH,CA,90806, LOS ANGELES,33.798687,-118.19399
ABC BABY NUTRITION,N 550 SAN ANTONIO AVE, STE F,POMONA,CA,91767, LOS ANGELES,34.063575,-117.73663
LATINA MARKET,E 1503 66TH ST,0,LOS ANGELES,CA,90001, LOS ANGELES,33.980023,-118.24725
DURON'S MARKET,N 1610 WILLOWBROOK AVE,0,COMPTON,CA,90222, LOS ANGELES,33.907007,-118.22599
VONS #2832, 1600 FOOTHILL BLVD,0,LA VERNE,CA,91750, LOS ANGELES,34.115048,-117.77384
GROWING HEALTHY, 5160 HOLLYWOOD BLVD,0,LOS ANGELES,CA,90027, LOS ANGELES,34.101748,-118.30239
WAL-MART SUPERCENTER #3522, 3250 BIG DALTON AVE,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.071087,-117.96349
WAL-MART SUPERCENTER #2950, 37140 47TH ST E,0,PALMDALE,CA,93552, LOS ANGELES,34.556642,-118.04301
WAL-MART SUPERCENTER #2951,E 1731 AVENUE J,0,LANCASTER,CA,93535, LOS ANGELES,34.691522,-118.09774
VALLARTA SUPERMARKET #6, 16107 VICTORY BLVD,0,VAN NUYS,CA,91406, LOS ANGELES,34.186975,-118.48477
VALLARTA SUPERMARKET #14,W 1801 AVENUE I,0,LANCASTER,CA,93534, LOS ANGELES,34.704736,-118.16365
PAVILIONS #2813, 29211 HEATHERCLIFF RD,0,MALIBU,CA,90265, LOS ANGELES,34.02079,-118.81015
KING'S FOODTOWN SUPERMARKET,W 1019 MARTIN L. KING JR. BLVD,0,LOS ANGELES,CA,90037, LOS ANGELES,34.010491,-118.29317
EL SUPER #09,E 1575 HOLT AVE,0,POMONA,CA,91767, LOS ANGELES,34.064918,-117.7198
VALLARTA SUPERMARKET #27,E 815 AVENUE K,0,LANCASTER,CA,93535, LOS ANGELES,34.675027,-118.11447
SAN FERNANDO VALLEY PRODUCE &, 18345 VANOWEN ST,0,RESEDA,CA,91335, LOS ANGELES,34.194574,-118.53321
RALPHS #727, 25930 MCBEAN PKWY,0,VALENCIA,CA,91355, LOS ANGELES,34.403852,-118.55244
FIESTA PLAZA,N 1161 MACLAY AVE,0,SAN FERNANDO,CA,91340, LOS ANGELES,34.295668,-118.42438
PBI MINI MARKET, 7910 ATLANTIC AVE, STE A,CUDAHY,CA,90201, LOS ANGELES,33.962501,-118.18557
EL SUPER #12, 9710 WOODMAN AVE,0,ARLETA,CA,91331, LOS ANGELES,34.246779,-118.44796
EL SUPER #13,E 1301 GAGE AVE,0,LOS ANGELES,CA,90001, LOS ANGELES,33.982618,-118.24989
EL SUPER #14,W 960 ARROW HWY,0,COVINA,CA,91722, LOS ANGELES,34.106001,-117.90883
EL SUPER #15,W 3321 CENTURY BLVD,0,INGLEWOOD,CA,90303, LOS ANGELES,33.946709,-118.33039
EL SUPER #16, 10531 CARMENITA RD,0,SANTA FE SPRINGS,CA,90670, LOS ANGELES,33.939778,-118.04658
EL SUPER #17,W 1100 SLAUSON AVE,0,LOS ANGELES,CA,90044, LOS ANGELES,33.988719,-118.29358
SAN ANTONIO MEAT MARKET,S 501 FETTERLY AVE,0,LOS ANGELES,CA,90022, LOS ANGELES,34.028584,-118.16269
LOS AMIGOS MARKET, 4907 MAPLEWOOD AVE,0,LOS ANGELES,CA,90004, LOS ANGELES,34.080535,-118.30953
NATURE'S HARVEST MARKET, 5636 HOLLYWOOD BLVD,0,LOS ANGELES,CA,90028, LOS ANGELES,34.10171,-118.31285
YUCA'S MARKET, 11300 VANOWEN ST,0,NORTH HOLLYWOOD,CA,91605, LOS ANGELES,34.19362,-118.37718
SUPER KING MARKET #3, 2260 LINCOLN AVE,0,ALTADENA,CA,91001, LOS ANGELES,34.18441,-118.1593
QIK MARKET, 7601 VINELAND AVE,0,SUN VALLEY,CA,91352, LOS ANGELES,34.208743,-118.3708
LA MICHOACANA MEAT MARKET,E 4045 52ND ST,0,MAYWOOD,CA,90270, LOS ANGELES,33.994821,-118.19172
JAY'S MARKET,W 4000 PICO BLVD,0,LOS ANGELES,CA,90019, LOS ANGELES,34.04661,-118.32361
LA CHULADA MARKET,E 851 COMPTON BLVD,0,RANCHO DOMINGUEZ,CA,90220, LOS ANGELES,33.895316,-118.26118
