OSHPD_ID,FACILITY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,HYPERLINK TO ATLAS,LONGITUDE,LATITUDE
206190304,CENTINELA SKILLED NURSING & WELLNESS CENTRE WEST,950 SOUTH FLOWER STREET,INGLEWOOD,90301,19,LOS ANGELES,Not Applicable,59,Open,05/28/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190304,-118.34731,33.9518
206190308,GARDEN CREST REHABILITATION CENTER,909 NORTH LUCILE AVENUE,LOS ANGELES,90026,19,LOS ANGELES,Not Applicable,72,Open,03/02/1954,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190308,-118.28294,34.08505
206190309,LAKEWOOD HEALTHCARE CENTER,12023 SOUTH LAKEWOOD BOULEVARD,DOWNEY,90242,19,LOS ANGELES,Not Applicable,290,Open,04/02/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190309,-118.131442,33.92574
206190310,AVALON VILLA CARE CENTER,12029 SOUTH AVALON BOULEVARD,LOS ANGELES,90061,19,LOS ANGELES,Not Applicable,131,Open,11/22/1968,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190310,-118.26526,33.92335
206190311,GARDENA CONVALESCENT CENTER,14819 SOUTH VERMONT AVENUE,GARDENA,90247,19,LOS ANGELES,Not Applicable,74,Open,01/16/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190311,-118.29206,33.89758
206190313,HERITAGE MANOR,610 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,19,LOS ANGELES,Not Applicable,99,Open,01/11/2000,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190313,-118.1227,34.06866
206190320,AUTUMN HILLS HEALTHCARE CENTER,430 NORTH GLENDALE AVENUE,GLENDALE,91206,19,LOS ANGELES,Not Applicable,99,Open,12/19/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190320,-118.2448,34.15153
206190321,GLENOAKS CONVALESCENT HOSPITAL,409 WEST GLEN OAKS BOULEVARD,GLENDALE,91202,19,LOS ANGELES,Not Applicable,99,Open,02/14/1972,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190321,-118.26117,34.15953
206190322,"ALLEN CARE CENTER, INC.",201 ALLEN AVENUE,GLENDALE,91201,19,LOS ANGELES,Not Applicable,94,Open,06/07/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190322,-118.3066,34.16169
206190329,COVINA REHABILITATION CENTER,261 WEST BADILLO STREET,COVINA,91723,19,LOS ANGELES,Not Applicable,99,Open,01/27/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190329,-117.893565,34.086437
206190331,NORWALK MEADOWS NURSING CENTER,10625 LEFFINGWELL ROAD,NORWALK,90650,19,LOS ANGELES,Not Applicable,99,Open,10/09/1964,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190331,-118.10718,33.90487
206190333,GOLDEN CROSS HEALTH CARE,1450 NORTH FAIR OAKS AVENUE,PASADENA,91103,19,LOS ANGELES,Not Applicable,96,Open,04/08/1966,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190333,-118.15058,34.17068
206190334,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,260 EAST MARKET STREET,LONG BEACH,90805,19,LOS ANGELES,Not Applicable,120,Open,11/01/1968,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190334,-118.190582,33.854163
206190335,GOLDEN STATE COLONIAL HEALTHCARE CENTER,10830 OXNARD STREET,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Not Applicable,49,Open,09/16/1960,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190335,-118.36673,34.17934
206190337,GOLDEN STATE CARE CENTER - BALDWIN PARK,1758 NORTH BIG DALTON AVENUE,BALDWIN PARK,91706,19,LOS ANGELES,Not Applicable,155,Open,04/05/1966,Long Term Care Facility,ICF/Dev. Disabled,http://gis.oshpd.ca.gov/atlas/places/facility/206190337,-117.967946,34.068437
206190338,COMMUNITY CARE CENTER,2335 SOUTH MOUNTAIN AVENUE,DUARTE,91010,19,LOS ANGELES,Not Applicable,167,Open,01/23/1961,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190338,-117.99046,34.12282
206190341,WEST VALLEY HEALTHCARE CENTER,7057 SHOUP AVENUE,WEST HILLS,91307,19,LOS ANGELES,Not Applicable,128,Open,11/15/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190341,-118.61469,34.19886
206190343,IMPERIAL CREST HEALTH CARE CENTER,11834 INGLEWOOD AVENUE,HAWTHORNE,90250,19,LOS ANGELES,Not Applicable,105,Open,12/30/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190343,-118.36115,33.92632
206190344,SUNNYVIEW CARE CENTER,2000 WEST WASHINGTON BOULEVARD,LOS ANGELES,90018,19,LOS ANGELES,Not Applicable,93,Open,06/11/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190344,-118.30278,34.03986
206190346,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,1131 ARIZONA AVENUE,SANTA MONICA,90401,19,LOS ANGELES,Not Applicable,48,Open,03/18/1952,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190346,-118.4899,34.02341
206190349,GRANADA HILLS CONVALESCENT HOSPITAL,16123 CHATSWORTH STREET,GRANADA HILLS,91344,19,LOS ANGELES,Not Applicable,48,Open,04/20/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190349,-118.48307,34.26475
206190350,COUNTRY VILLA BELMONT HEIGHTS HEALTHCARE CENTER,1730 GRAND AVENUE,LONG BEACH,90804,19,LOS ANGELES,Not Applicable,117,Open,09/01/1964,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190350,-118.147934,33.788693
206190353,GREEN ACRES LODGE,8101 EAST HILL DRIVE,ROSEMEAD,91770,19,LOS ANGELES,Not Applicable,85,Open,01/01/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190353,-118.092087,34.045377
206190354,SKYLINE HEALTHCARE CENTER-LOS ANGELES,3032 ROWENA AVENUE,LOS ANGELES,90039,19,LOS ANGELES,Not Applicable,99,Open,08/09/1967,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190354,-118.27009,34.10873
206190356,GUARDIAN REHABILITATION HOSPITAL,533 SOUTH FAIRFAX AVENUE,LOS ANGELES,90036,19,LOS ANGELES,Not Applicable,93,Open,12/17/1968,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190356,-118.36149,34.06648
206190359,BROADWAY BY THE SEA,2725 EAST BROADWAY,LONG BEACH,90803,19,LOS ANGELES,Not Applicable,98,Open,02/13/1968,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190359,-118.159981,33.765838
206190361,THE REHABILITATION CENTER ON LA BREA,505 NORTH LA BREA AVENUE,LOS ANGELES,90036,19,LOS ANGELES,Not Applicable,141,Open,06/01/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190361,-118.34414,34.08034
206190365,HARBOR VIEW HOUSE,921 SOUTH BEACON STREET,SAN PEDRO,90731,19,LOS ANGELES,Not Applicable,83,Open,01/28/1972,Long Term Care Facility,Intermediate Care Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190365,-118.28055,33.73582
206190367,HAWTHORNE HEALTHCARE AND WELLNESS CENTRE,11630 SOUTH GREVILLEA STREET,HAWTHORNE,90250,19,LOS ANGELES,Not Applicable,88,Open,03/07/1967,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190367,-118.354534,33.928894
206190368,WESTSIDE HEALTH CARE,1020 SOUTH FAIRFAX AVENUE,LOS ANGELES,90019,19,LOS ANGELES,Not Applicable,120,Open,06/25/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190368,-118.363949,34.057593
206190370,HIGH VALLEY LODGE,7912 TOPLEY LANE,SUNLAND,91040,19,LOS ANGELES,Not Applicable,50,Open,10/17/1946,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190370,-118.30499,34.25536
206190371,VISTA COVE CARE CENTER AT LONG BEACH,3401 CEDAR AVENUE,LONG BEACH,90807,19,LOS ANGELES,Not Applicable,154,Open,04/07/1960,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190371,-118.195379,33.819834
206190373,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,590 S. INDIAN HILL BOULEVARD,CLAREMONT,91711,19,LOS ANGELES,Not Applicable,99,Open,03/27/1959,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190373,-117.7191683,34.08517089
206190375,COUNTRY VILLA REHABILITATION CENTER,340 SOUTH ALVARADO STREET,LOS ANGELES,90057,19,LOS ANGELES,Not Applicable,180,Open,11/02/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190375,-118.27302,34.06223
206190377,HOLIDAY MANOR CARE CENTER,20554 ROSCOE BOULEVARD,CANOGA PARK,91306,19,LOS ANGELES,Not Applicable,94,Open,03/09/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190377,-118.580969,34.219884
206190378,HOLLENBECK PALMS,573 SOUTH BOYLE AVENUE,LOS ANGELES,90033,19,LOS ANGELES,Not Applicable,106,Open,05/13/1958,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190378,-118.219927,34.040274
206190386,SUNNY VIEW CARE CENTER,1428 SOUTH MARENGO AVENUE,ALHAMBRA,91803,19,LOS ANGELES,Not Applicable,99,Open,06/15/1953,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190386,-118.141729,34.076732
206190389,VILLA OAKS CONVALESCENT HOSPITAL,1515 NORTH FAIR OAKS AVENUE,PASADENA,91103,19,LOS ANGELES,Not Applicable,49,Open,08/24/1959,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190389,-118.1508,34.17175
206190399,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,400 WEST HUNTINGTON DRIVE,ARCADIA,91007,19,LOS ANGELES,Not Applicable,99,Open,10/15/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190399,-118.047565,34.131363
206190401,HUNTINGTON PARK NURSING CENTER,6425 MILES AVENUE,HUNTINGTON PARK,90255,19,LOS ANGELES,Not Applicable,99,Open,01/19/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190401,-118.219265,33.981251
206190402,HYDE PARK CONVALESCENT HOSPITAL,6520 WEST BOULEVARD,LOS ANGELES,90043,19,LOS ANGELES,Not Applicable,72,Open,08/24/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190402,-118.33508,33.98023
206190403,IDLE ACRE SANITARIUM AND CONVALESCENT HOSPITAL,5044 BUFFINGTON ROAD,EL MONTE,91732,19,LOS ANGELES,Not Applicable,53,Open,04/12/1950,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190403,-118.00809,34.09308
206190404,IMPERIAL CONVALESCENT HOSPITAL,11926 LA MIRADA BOULEVARD,LA MIRADA,90638,19,LOS ANGELES,Not Applicable,99,Open,10/20/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190404,-118.011734,33.922124
206190405,IMPERIAL CARE CENTER,11441 VENTURA BOULEVARD,STUDIO CITY,91604,19,LOS ANGELES,Not Applicable,130,Open,11/06/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190405,-118.38023,34.13976
206190411,INGLEWOOD HEALTH CARE CENTER,100 SOUTH HILLCREST BOULEVARD,INGLEWOOD,90301,19,LOS ANGELES,Not Applicable,99,Open,02/04/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190411,-118.34858,33.96263
206190419,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,12627 STUDEBAKER ROAD,NORWALK,90650,19,LOS ANGELES,Not Applicable,86,Open,03/23/1966,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190419,-118.09942,33.91676
206190420,INTERCOMMUNITY CARE CENTER,2626 GRAND AVENUE,LONG BEACH,90815,19,LOS ANGELES,Not Applicable,147,Open,03/14/1967,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190420,-118.14767,33.80426
206190423,MARINA CARE CENTER,5240 SEPULVEDA BOULEVARD,CULVER CITY,90230,19,LOS ANGELES,Not Applicable,116,Open,11/28/1967,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190423,-118.39812,33.99805
206190424,EISENBERG VILLAGE,18855 VICTORY BOULEVARD,RESEDA,91335,19,LOS ANGELES,Not Applicable,166,Open,04/03/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190424,-118.54373,34.18668
206190427,PARK AVENUE HEALTHCARE & WELLNESS CENTER,1550 NORTH PARK AVENUE,POMONA,91768,19,LOS ANGELES,Not Applicable,231,Open,11/09/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190427,-117.754614,34.074588
206190441,KENNEDY POST ACUTE CARE CENTER,619 NORTH FAIRFAX AVENUE,LOS ANGELES,90036,19,LOS ANGELES,Not Applicable,97,Open,08/21/1968,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190441,-118.36162,34.08201
206190443,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,855 NORTH FAIRFAX AVENUE,LOS ANGELES,90046,19,LOS ANGELES,Not Applicable,81,Open,12/30/1964,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190443,-118.36161,34.08645
206190444,KINGSLEY MANOR CARE CENTER,1055 NORTH KINGSLEY DRIVE,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,51,Open,10/28/1949,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190444,-118.30337,34.08976
206190448,VERDUGO VALLEY SKILLED NURSING & WELLNESS CENTRE,2635 HONOLULU AVENUE,MONTROSE,91020,19,LOS ANGELES,Not Applicable,138,Open,04/29/1966,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190448,-118.23642,34.20934
206190454,LAKEVIEW TERRACE,831 SOUTH LAKE STREET,LOS ANGELES,90057,19,LOS ANGELES,Not Applicable,99,Open,06/04/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190454,-118.27933,34.05493
206190456,LANCASTER HEALTH CARE CENTER,1642 WEST AVENUE J,LANCASTER,93534,19,LOS ANGELES,Not Applicable,99,Open,06/18/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190456,-118.15841,34.68928
206190457,LANDMARK MEDICAL CENTER,2030 NORTH GAREY AVENUE,POMONA,91767,19,LOS ANGELES,Not Applicable,95,Open,06/15/1971,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190457,-117.75264,34.08336
206190463,LAS FLORES CONVALESCENT HOSPITAL,14165 PURCHE AVENUE,GARDENA,90249,19,LOS ANGELES,Not Applicable,99,Open,01/24/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190463,-118.32073,33.90315
206190467,LAUREL PARK A CENTER OF EFFECTIVE LIVING,1425 LAUREL AVENUE,POMONA,91768,19,LOS ANGELES,Not Applicable,43,Open,02/19/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190467,-117.7733937,34.0638838
206190472,LOMITA POST-ACUTE CARE CENTER,1955 WEST LOMITA BOULEVARD,LOMITA,90717,19,LOS ANGELES,Not Applicable,71,Open,11/20/1959,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190472,-118.31336,33.79965
206190481,LONGWOOD MANOR CONVALESCENT HOSPITAL,4853 WEST WASHINGTON BOULEVARD,LOS ANGELES,90016,19,LOS ANGELES,Not Applicable,198,Open,11/27/1946,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190481,-118.34462,34.03989
206190492,LOS PALOS CONVALESCENT HOSPITAL,1430 WEST SIXTH STREET,SAN PEDRO,90732,19,LOS ANGELES,Not Applicable,99,Open,12/09/1966,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190492,-118.30746,33.7389
206190496,MAGNOLIA GARDENS CONVALESCENT HOSPITAL,17922 SAN FERNANDO MISSION RD.,GRANADA HILLS,91344,19,LOS ANGELES,Not Applicable,99,Open,03/29/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190496,-118.52398,34.27205
206190497,MANCHESTER MANOR CONVALESCENT HOSPITAL,837 WEST MANCHESTER AVENUE,LOS ANGELES,90044,19,LOS ANGELES,Not Applicable,49,Open,10/16/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190497,-118.28831,33.960137
206190498,MAPLE HEALTHCARE CENTER,2526 MAPLE AVENUE,LOS ANGELES,90011,19,LOS ANGELES,Not Applicable,59,Open,10/07/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190498,-118.26525,34.02368
206190499,COUNTRY VILLA MAR VISTA NURSING CENTER,3966 MARCASEL AVENUE,LOS ANGELES,90066,19,LOS ANGELES,Not Applicable,68,Open,01/01/1966,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190499,-118.42479,34.00332
206190501,TWO PALMS NURSING CENTER,2637 EAST WASHINGTON BOULEVARD,PASADENA,91107,19,LOS ANGELES,Not Applicable,50,Open,05/12/1959,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190501,-118.0953,34.16915
206190502,BLOOMFIELD EAST,3615 EAST IMPERIAL HIGHWAY,LYNWOOD,90262,19,LOS ANGELES,Not Applicable,130,Open,03/08/1946,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190502,-118.20427,33.93094
206190504,"BLOOMFIELD WEST, INC",3333 EAST IMPERIAL HIGHWAY,LYNWOOD,90262,19,LOS ANGELES,Not Applicable,59,Open,01/19/2012,Long Term Care Facility,ICF/Dev. Disabled,http://gis.oshpd.ca.gov/atlas/places/facility/206190504,-118.21109,33.93072
206190505,PASADENA MEADOWS NURSING CENTER,150 BELLEFONTAINE STREET,PASADENA,91105,19,LOS ANGELES,Not Applicable,130,Open,06/27/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190505,-118.15352,34.1315
206190506,MARLORA POST ACUTE REHABILITATION HOSPITAL,3801 EAST ANAHEIM STREET,LONG BEACH,90804,19,LOS ANGELES,Not Applicable,99,Open,08/11/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190506,-118.14814,33.78267
206190507,ALLIANCE NURSING AND REHABILITATION CENTER,3825 NORTH DURFEE AVENUE,EL MONTE,91732,19,LOS ANGELES,Not Applicable,139,Open,01/01/1971,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190507,-118.008124,34.070709
206190508,MARYCREST MANOR,10664 ST. JAMES DRIVE,CULVER CITY,90230,19,LOS ANGELES,Not Applicable,57,Open,01/21/1955,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190508,-118.38403,33.99907
206190509,MAYFLOWER GARDENS CONVALESCENT HOSPITAL,6705 COLUMBIA WAY,LANCASTER,93536,19,LOS ANGELES,Not Applicable,48,Open,07/01/1971,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190509,-118.2503,34.6456
206190510,MAYWOOD SKILLED NURSING & WELLNESS CENTRE,6025 PINE AVENUE,MAYWOOD,90270,19,LOS ANGELES,Not Applicable,133,Open,01/01/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190510,-118.188366,33.985047
206190514,MEADOWBROOK BEHAVIORAL HEALTH CENTER,3951 EAST BOULEVARD,LOS ANGELES,90066,19,LOS ANGELES,Not Applicable,77,Open,06/22/1939,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190514,-118.42384,34.00514
206190515,VILLA GARDENS HEALTH CARE UNIT,842 EAST VILLA STREET,PASADENA,91101,19,LOS ANGELES,Not Applicable,54,Open,02/26/1951,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190515,-118.13293,34.15418
206190533,MID-WILSHIRE HEALTH CARE CENTER,676 SOUTH BONNIE BRAE STREET,LOS ANGELES,90057,19,LOS ANGELES,Not Applicable,80,Open,02/11/1970,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190533,-118.27399,34.05608
206190536,MIRADA HILLS REHAB AND CONVALESCENT HOSPITAL,12200 SOUTH LA MIRADA BLVD.,LA MIRADA,90638,19,LOS ANGELES,Not Applicable,142,Open,04/04/1967,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190536,-118.011634,33.91947
206190537,SIERRA VIEW CARE CENTER,14318 OHIO STREET,BALDWIN PARK,91706,19,LOS ANGELES,Not Applicable,98,Open,08/19/1966,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190537,-117.962514,34.095363
206190539,MISSION LODGE SANITARIUM,824 SOUTH GLADYS AVENUE,SAN GABRIEL,91776,19,LOS ANGELES,Not Applicable,59,Open,07/01/1958,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190539,-118.089433,34.092776
206190540,VISTA COVE CARE CENTER AT SAN GABRIEL,909 WEST SANTA ANITA AVENUE,SAN GABRIEL,91776,19,LOS ANGELES,Not Applicable,99,Open,11/07/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190540,-118.112217,34.095064
206190542,MONROVIA CONVALESCENT HOSPITAL,1220 EAST HUNTINGTON DRIVE,DUARTE,91010,19,LOS ANGELES,Not Applicable,82,Open,05/02/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190542,-117.97936,34.13945
206190544,MONTE VISTA GROVE HOMES,2889 SAN PASQUAL STREET,PASADENA,91107,19,LOS ANGELES,Not Applicable,40,Open,08/28/1968,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190544,-118.09085,34.13797
206190545,MONTEBELLO CARE CENTER,1035 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,19,LOS ANGELES,Not Applicable,99,Open,11/12/1964,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190545,-118.11065,34.01803
206190546,MONTEREY PARK CONVALESCENT HOSPITAL,416 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,19,LOS ANGELES,Not Applicable,89,Open,01/26/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190546,-118.12279,34.06715
206190548,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",1267 SAN GABRIEL BOULEVARD,ROSEMEAD,91770,19,LOS ANGELES,Not Applicable,96,Open,07/01/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190548,-118.08815,34.04338
206190549,MONTROSE HEALTHCARE CENTER,2123 VERDUGO BOULEVARD,MONTROSE,91020,19,LOS ANGELES,Not Applicable,59,Open,05/02/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190549,-118.22366,34.20491
206190550,VICTORIA CARE CENTER,3541 PUENTE AVENUE,BALDWIN PARK,91706,19,LOS ANGELES,Not Applicable,49,Open,11/27/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190550,-117.954591,34.077423
206190553,MOUNT SAN ANTONIO GARDENS,900 EAST HARRISON AVENUE,POMONA,91767,19,LOS ANGELES,Not Applicable,84,Open,11/17/1961,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190553,-117.73458,34.09872
206190554,MOUNTAIN VIEW CONVALESCENT HOSPITAL,13333 FENTON AVENUE,SYLMAR,91342,19,LOS ANGELES,Not Applicable,114,Open,01/01/1962,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190554,-118.42538,34.31342
206190560,SANTA CLARITA CONVALESCENT HOSPITAL,23801 NEWHALL AVE,NEWHALL,91321,19,LOS ANGELES,Not Applicable,99,Open,08/23/1965,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190560,-118.5169,34.37207
206190572,OAKPARK HEALTHCARE CENTER,9166 TUJUNGA CANYON BOULEVARD,TUJUNGA,91042,19,LOS ANGELES,Not Applicable,49,Open,02/25/1963,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190572,-118.27036,34.23604
206190573,GLENDORA GRAND,805 WEST ARROW HIGHWAY,GLENDORA,91740,19,LOS ANGELES,Not Applicable,342,Open,05/12/1969,Long Term Care Facility,Skilled Nursing Facility,http://gis.oshpd.ca.gov/atlas/places/facility/206190573,-117.8773,34.1055
